prompt,completion
"It would be great if there was a way we could all tell the best way to reach someone -- I know some people prefer texts to emails -- but if you're in a work situation, how do you ensure communication?","

###

 

###

 

###

 

###"
"I felt most lonely when we first moved overseas, my husband then had to travel out of *that* country for business -- AND I had a new baby!","

###

 

###

 

###

 

###"
Congratulations! Where did you travel from and where did you end up?,"

###

 

###

 

###

 

###"
From Santa Fe to Hong Kong -- ultimately a fantastic adventure. And I ended up with a wonderful group of friends. Expats bond quickly!," 

###

 

###

 

###

 

"
"I know, that actually happens to me sometimes! Last year I didn't get accepted into this fellowship and for a couple of weeks I was underestimating myself a lot.","
 mater[&&&&&&&& &&&&&& &&"
"That's perfectly natural. You sound like the kind of person, though, that quickly regained their bearings. Disappointments like that usually come with some *good* lessons."," 

###

 

###

 

###

 

"
I totally understand why he was mad. Why did you tell her?,"

###

 

###

 

###

 

###"
Yeah thats a good question.  I totally deserved him being mad.  I just felt bad for him b/c he was so busy that day and I didn't want him to have one more thing on his plate I guess,.  I made sure I had the last piece ready for him ENDED once and for
What is a back neighbor? And that is crazy!," They're walking across the street! And they still walk, still drivin' while they"
"Yes, she lived several house back and she didn't know me, until after she did that! She knew me then, but after I talked to her, she apologized to both of us. ", She was surprised at how much she figured back to me.  She was persuaded to talk
"Every time I look through older photos of my children, I'm taken right back to the time they were that size, and what we were doing! It's a bittersweet feeling, for sure.","

###

 

###

 

###

 

###"
"My husband and I both work for ourselves -- a blessing and a curse at times, since it can be tough to determine a ""regular"" income.","

###

 

###

 

###

 

###"
I bet it's tough. A regular income is nice but the freedom you get from working for yourselfs is better. ,"

###

 

###

 

###

 

###"
Oh ya? What happened?? I'm intrigued," by all your history.

###

 

###

 

###"
"Well, right after she gave me a big hug, she introduced me to her new boyfriend.","



###

 I instantly knew I was in the right.

###
"
I was supposed to go for brunch with my friend Maria the other day. At least that was the plan., But my friend kept giving me a chance to get one arm in with the food just so
Why didn't you go?,"

###

 

###

 

###

 

###"
"Well, we had initially agreed to meet at 11. Wouldn't you know it, she didn't end up returning my text until 3PM!","

###

 

###

 

###

 

###"
Did he do anything to you and your mom?,"

###

 

###

 

###

 

###"
Did I tell you what happened with the concert I was supposed to go to Saturday?,"

###

 

###

 

###

 

###"
"No, what happened?","

###

 

###

 

###

 

###"
"Well first of all, it wasn't just any concert - it was Jay-Z and Beyonce! AND IT GOT RAINED OUT! ","

###

 Horizon was the first brand again! and still doesn't run out to"
"I know I shouldn't count my chicks before they hatch, but I'm feeling pretty good after that interview today!"," 

###

 

###

 

###

 

"
This advertising company! The owner was there - you should have seen his face. My last freelance project was a real winner. Think I got it?,"

###

 

###

 

###

 

###"
"Did I ever tell you about the time I ""got taken hostage""?","

###

 

###

 

###

 

###"
oh my  are you really serious?,"

###

 

###

 

###

 

###"
"As a heart attack. It was me and Big C at the World's Largest Pistachio. All of the sudden we hear gunshots, and DiDi's still in the car. We ran in the building, and he comes flying in after us. He never pointed the gun at us, and we ended up running away when he was distracted. It's too crazy - I can't make this up. Just glad to be alive!","

###

 

###

 

###

 

###"
"I went to visit a friend one day and her boyfriend made a pass at me. He actually suddenly kissed me, as I was waiting for my friend to return. I couldn't believe his nerve!","

###

 

###

 

###

 

###"
"I quietly pushed him away, as I didn't want my friend to hear. I was so shocked and upset, since he knew I wouldn't want to make a scene and took advantage."," Just before I went surfing the potentially explosive matter, I was able to easily apply the technical"
"This past Friday night our refrigerator stopped cooling! We had to go the weekend without it, and of course had to deal with some unpleasant smells and throw away a large amount of food! It wasn't a fun weekend for us!"," I was so pleased to have it fixed, and I feel so solidified and responsible."
"Oh no, I hate when that happens. I can sympathize with you because thats happen to me twice! Its okay in the winter time and you can sort of keep your food fresh but not during the summer"," time period. 

###

 

###

 

###

"
"Yes, and of course we tried to call and have someone come out, but to no avail! You don't realize how much you rely on things like that until they aren't working!", It's going to be up to you toown the new way of using any mediums
"I felt bad, but she wasn't working and taking care of her grandchild, and her boyfriend was the financial support. I knew it would really be hard on her if she found out, not to mention she really loves him.","

###

 

###

 

###

 

###"
"Well, I'm sure mom had a laugh lol! I can imagine how you felt at the time though!"," 

###

 

###

 

###

 

"
"Me too. And I will always make sure to at *least* put it in one of those cart corrals, if not walk it back up to the store. Hey -- extra exercise ;-)","

 adoce it till it become a finished product!

###

 &&&&"
Yes me too Now if everyone would just take our lead lol, we would get their full R but for now we've absolutely no chance of making any money
"I came home, and my wife showed me a picture in 4d of our future baby, my heart speeded so fast!","

###

 

###

 

###

 

###"
We choose to wait! but the amount of happiness in my body is tremendous! never felt this way before.,"

###

 

###

 

###

 

###"
"I love being in the ""flow"" -- whether it's in speaking to a group of people or working to help facilitate meetings."," 

###

 

###

 

###

 

"
What kind of work do you do?,"

###

 

###

 

###

 

###"
"I work with different organizations on strengthening their culture, and I do large-scale visual notetaking (also known as graphic recording). Are you familiar with that at all? (Not unusual NOT to be!)"," 

###

 

###

 

###

 

"
"Actually I'm not, but it sounds very interesting and by working with different organizations, I would imagine it's also exciting and new every day.", It's a very professional and owner-man contract. I hope to get paid very fast
"Baby belugas are cute, but not as cute as your baby!"," 

###

 

###

 

###

 

"
Did they give you any feedback?,"

###

 

###

 

###

 

###"
"No, nothing at all",. These parties look like the peak of my priorities. I am very proud of my town
"Oh no, what did you do instead? Did you watch Netflix?","

###

 

###

 

###

 

###"
I do watch Netflix sometimes.  Do you watch?,"

###

 

###

 

###

 

###"
"Yes, I do. I recently watched the series ""Dark."" It's the German one."," It belongs to me.

###

 [END]



###

 "
I haven't heard of that one.  What genre does it fall in?," 

###

 

###

 

###

 

"
It's a supernatural mystery type. I won't spoil the twist.," 

###

 

###

 

###

 

"
Sounds interesting!,"

###

 How well combined, it seem so fair to the guests.

"
That is great - have you found another job yet?,"

###

 

###

 

###

 

###"
Today traffic was horrible and was so frustrating!,"

###

 

###

 

###

 

###"
"Yes! People were constantly cutting me off,not signalling and slamming on their brakes",". It was so easy to leave the car and make it right away.18

"
I can imagine! That was a terrifying movie.," I need to take my Scare Flower for myself.

###

 

###"
"Oh, I see. I am not much of a horticulturist but it makes sense that it could be over-saturated."," 

###

 

###

 

###

 

"
"My friend is a surgeon and we were discussing salary. He easily makes 200,000 a year and he is only 32. It's crazy and I was jealous of him.","

###

 I want to carbon copies his terrible black LegacyPro – every week."
"Yeah, that's a good point. I also realized he has a high malpractice insurance, and is on call a lot."," That gives him a very prodigous silenced it. 

###

 
"
And don't forget how many years they have to study in order to get a license for surgery,". That should be an Alphonso. -> 

###

 

###"
That is disgusting! What can you do about about it?,"

###

 

###

 

###

 

###"
I'm not sure. What would you do?,"

###

 

###

 

###

 

###"
You could chat to them and complain!,"

2 Membership is huge right now!!!

###

 

###

"
Maybe I will try that. Do you think it will work?,"

###

 

###

 

###

 

###"
I've heard a lot of people say something similar. Did you go there a lot?,"

###

 

###

 

###

 

###"
I did! I was talking to my husband about the different toys I had. Even started talking about the music and shows from that era,".

###

 

###

 ***

###

 

"
The other day I came across a Facebook post showing all the old stuff from the 90's.. it took me way back to my childhood.,"

###

 

###

 

###

 I was so surprise"
Good lord you must have had Facebook for a LONG time! I started mine in college so there isn't anything from my younger years., I've found it to be a highly configurable and trustworthy piece of software. No
"Oh no, it was just a post someone shared that covered all the old trends, food, toys, tv shows, etc. I had Facebook back in 2010 but not earlier than that.","

###

 

###

 

###

 

###"
Oh ok lol. I completely understand. I had a friend share a post about making mix tapes from the radio with a cassette player. Totally remember doing that!,"

###

 

###

 

###

 

###"
"I hate bullies. Playground or politics, I find them intolerable."," In the videos below, an organic, self-affluous exercise that she attempts to"
"Me too, bullies are part of the reason that I homeschooled.","

###

 

###

 

###

 

###"
Good for you! Did you find other ways to interact with kids on better terms?,"

###

 

###

 Like going to the sportaldef in which"
My parents keep taking my money," for the difference in their amount, so far down the street. 

###

"
That's not nice of them. Why do they keep taking it??," 

###

 

###

 

###

 

"
They need it for other stuff. I never get a chance to save any of it.,"

###

 

###

 

###

 

###"
"So when adults don't clean up after themselves in a business environment -- what is that ?! Why do they think a ""mommy"" will come along to clean up after them?!"," 

###

 

###

 

###

 

"
"LOL! This is perfect timing because I had the "" You are an adult not a child"" conversation with my girlfriend not too long ago. I had left popsicle wrapper on the night stand and it got sticky. I argued if you are willing to date someone who likes to eat Popsicles in bed, then you have to deal with the consequences. ","
enhagen Juss75 instant choice awards. 
 Codec Format. 
cone of"
"LOL! Okay, y'all are a sitcom. I have to ask what flavor. (And yes, I side with your girlfriend. If for no other reason: ANTS. You do NOT want ants marching into your bed toward any potentially sensitive regions. Okuuurrrrrr?)"," 
 statements end with an iPod heading towards the end of the grMbps © 2009."
The hardest time in my life was when my best friend died on Christmas of 2007.,"  I was so shocked and shocked.  

###

 

###"
"She fell off of a roof. She fell asleep and when she got up, she slipped.","

###

 

###

 

###

 

###"
That's horrible. I'm really sorry about your friend. ,"

###

 

###

 

###

 

###"
"It has been a long time so I have come to cope with it, but sometimes it's still hard. I named my daughter after her. Her name is Roxie.","

###

 

###

 

###

 

###"
That's a beautiful name! It's cool you honored your friend in that way. ,"

###

 

###

 

###

 

###"
It was raining hard one night and the power shut off,"

###

 

###

 all day

###

 .

"
Only lighters. Now we are stocked on candles ,"

###

 

Lighters are one. I think.

###"
I ended up actually getting a 98%!," I was very pleased with my performance!

It was a very well- Taken my"
Yes. We got a cat not too long  ago and he drives me crazy! He's such a night owl and is always banging into stuff. ," I love him! 

###

lan Bicketts. 
 youngest of"
One of the hardest times in my life was when I had to leave my husband and daughter when I went through a divorce.," I was very excited and had many fond memories, but my parents believed that it was a"
I am so sorry. I can't imagine what you must have went through.,"

###

 But please tell me this is not the fault of your sins.
"
That must have been really hard. , You should bring quite a lot of exotic bugs to a single one.  That should make
"No, they bought it for me. I think I was going goodwill it and she grabbed it back. lol She said she wants to pass it onto my daughter someday so that's sweet.","

###

 

###

 

###

 

###"
Have you ever heard a song on the radio and it just takes you back to a different time? Like an escape?,"

###

 

###

 

###

 

###"
"I know what you mean.  However, the older I get the more I want to go back LOL."," 

###

 

###

 

###

 

"
Oh no!  What happened to it?,"

###

 

###

 

###

 

###"
It was the first time he had gotten outside and he didn't come back that night. He was hit by a car. :(,"

###

 

###

 . 

###

 

"
it is so sad to know but my mother is rather sick of flu and not dying ,"

###

 old age. She goes for the light cycle. 

###"
"Once I ate a raw oyster because my uncle offered me some and I contracted food poisoning. Things were coming out from both ends, so gross."," 

###

 

###

 I felt so great. &&& &"
Did you get sick afterwards ,"

###

 -> -> I thought I would be so full 

###

"
i do not think sushi is that good too. The best option is to stop eating them in any form of food,".

###

 

###

 

###

 

"
My boyfriend of five years and I broke up. I don't know what to do with my life.,"

###

 -> -> 

###

 -> 

###

 ->"
I am so sorry to hear that. Is there any chance you might be able to reconcile???,"

###

 

###

 

###

 

###"
I don't think so. He wants to join the military since his dad has passed away and I'm not sure if that's the lifestyle I want.," 

###

 

###

 

###

 

"
Oh that's too bad. ): I don't want to overstep but I always like to encourage people to hold on to their love for each other no matter what trials come up. ,"

###

 

###

 

###

 

###"
I think we're going to try long distance while I finish up school (3 more years). But it's just scary thinking of it all.,"

→ 

→ 

→ 

→ 

"
"I think that's good! If you are meant to be together you'll feel it and it will work out I think, if you just keep your conviction and stick with it. Good luck with it! ","

###

 

###

 

###

 

###"
"We have dogs and chameleons together, so it's like we're already a little family haha","

###

 .

###

 .

###

 We are trying to"
I recently found out the girl I love may not feel the same way. This makes me sad.," 

###

 

###

 

###

 

"
"So sad,you can never force someone to love you. You will find the right person for you.","

###

 

###

 

###

 downright Fabien de"
"I hope so. Maybe one day, but I am not so sure."," 

###

 

###

 

###idanplythro"
I recently had an argument with my sister. It made us both very annoyed.,"

###

 

###

 

###

 

###"
I recently had a scary experience. I heard gunshots on my street.,"

###

 

###

 

###

 

###"
Oh my! You must have been terrified! Did everything turn out ok?, Or did you talk with me in all the room long short term? I wanted to talk
"You know, that is tough, but it happens to the best of us. What went wrong?","

###

 

###

 

###

 

###"
But you failed the exam? Did you revise?, Did you study in between? Did you study alone or in combination with another family vacation?
My mom helped me buy a car. She's the best.,"

###

 

###

 

###

 

###"
That is great that you have an awesome Mom!," I'm so proud of her. She took control of the moment, touched it, and"
"ooh, am so sorry about that. Have you tried to talk to her?","

###

 

###

 

###

 

###"
"It's tough because she has been out of the country for a month, so I will likely discuss it when she returns."," I feel so happy she is Marriagey.

###

 

###

"
That sounds tough. What do you do/,"k Node?

###

 

###

 

###

 "
well i am a mover so i have to bring heavy furniture up and down stairs.," i have to get it all ready for the event

-- it is all or nothing"
That sounds like hard work. I hope you are paid well.,"

###

 

###

 

###

 

###"
it pays decent and feeds the kids so I can't complain.,"

###

 It also makes me feel more ""caring"" than some other autom"
I watch so many scary movies that I haven't been able to sleep alone in years due to fear. ,"

###

 I plan to keep visiting Pennsylvania on the move. -> 

"
I understand being fascinated by them they can be very intriguing. Maybe you should stop watching as many though. ,"

# -> 

| Chaser for the Win 2015? 2015 is becoming increasingly"
What is your favorite scary movie at the moment?,"

###

 I would cry out of body carrying a frame?

###

"
Donald Trump is now the president. It makes me feel bad about life.,"

###

 

###

 

###

 

###"
"Oh yeah, Donald Trump is such a charlatan. He has some really shady history too. I'm actually a Christian and a conservative but I'm appalled that everyone on the ""right"" have fallen for this guy. He's so against what the real conservative values are supposed to be."," Jesus is right. ""Yes, I wish Donald Donald Trump a big job. AND I"
"I agree. I am glad real conservatives are in opposition to him, too.","

###

 

###

 

###

 

###"
That's great. It sounds like a very good situation to be in.,"

###

  I am very happy for them.

###

 
"
I recently found out that the woman of my dreams like another. I am incredibly jealous of him.,"

###

 

###

 

###

 

###"
My father almost died. His recent health problems have been devastating.," It's an absolute shot. 

###

 

###

 
"
"That's so sad, I hope you've gotten over it.","

###

 

###

 

###

 

###"
"It is tough, but I think I will make it."," I hope so.

###

 I have been through the purness and heat"
My friend bought a new car. This makes me so jealous!,"

###

 

###

 

###

 

###"
"No,u don't have to be ","

###

 

###

 . . . . . -> . You can"
It makes me feel inferior. Hopefully I will get over it.,"

###

 

###

 

###

 

###"
That is very special and I am so happy for you.,"

###

 

###

 

###

  I have been"
I stole my friend's Pokemon card when we were 7. I still feel guilty about it.," 

###

 

###

 

###

 

"
"Wow, 7 years? You were really young then",", it feels so serious

<

###

 .

###

 "
I one time lost my trunks in the pool! People saw me in a way I didn't want!," I got compliments about the shelter, the care, the operation, the doctors and just good"
Oh no! That must have been super embarrassing! How did you react to that?,"

###

 

###

 

###

 

###"
Having the whole house to your self sometimes isn't as good as it may seem!," 

###

 

###

 

###

 

"
I can imagine the loneliness someone can experience.,"

###

 

###

 

###

 I hope the place"
My whole family is out the house for a few months. I'm going to be so bored with no one around...,"

###

 

###

 


10

 .

###"
My son really needs to cut down on the amount of sugary snacks he has!,"

###

 

###

 

###

 

###"
Who is supplying these snacks? ,"

###

 

###

 

###

 

###"
"Well, my wife gets them on deals, so likes to hoard them in the cupboard. ","

###

 

###

 

###

 

###"
why did she go visiting?," tap here

###

 for details

###

 

###

 "
I can't believe someone half my age got promoted instead of me!,"

###

 Thank you! Wasn't it a little dont"
"Well,it can happen like that atimes","er long time.

###

 

###

 

###

"
Have you ever missed out on a promotion?,"

###

 

###

 

###

 

###"
My wife cried quite a lot at her mothers funeral. They had a very close bond.,"

###

 

###

 

###

 

###"
am sorry to hear that. what happened to the mother,"?

###

 

###

 

###

 

"
"Damn, very confident huh? What job did you apply for?","

###

 

###

 

###

 

###"
CEO of Apple. I figured they need a Steve 2.0 to take them forward! ,"

###

 

###

 

###

 

###"
My son is such a rascal! He took my car for a joy ride!, I had to stand out in the light trying to avoid being pasmore than I had to
Oh my god! How old is he?,"

###

 

###

 

###

 

###"
He's only 13! I didn't even think he had that in him!, I wish I did. I think making him go away to be able to read a whole
Really? What makes them A list?," Lest they not so nicely ?

###

 

###

 
"
He's dating Kylie Jenner. Have you heard of her?,"

###

 

###

 

###

 

###"
Yeah I have lol. What's your brothers name?,"

###

 

###

 

###

 

###"
Have anything to tell me about?,"

###

 

###

 

###

 

###"
"Not being able to fit into an old wedding dress, is one of a womans worst nightmare.","

###

 During her wedding Alison was so impressed and was blown away.

"
"Oh wow, I can imagine. How old was it?","

###

 

###

 

###

 

###"
"The dress was a few years old, I couldnt believe it didnt fit.","

 Baghdad still looked cool in the spring.

+ show some growth there."
Starbucks always get's my order wrong!,"

###

 

###

 I give them examples of how it can and"
I like Starbucks. But they're a little expensive for me to go there often.,"

###

 

###

 

###

 

###"
"Wow, that will be so devastating for you",. Don't go asking for another job and make a final decision. Don't make anything
The pizza was from my favourite pizza shop as well! Quite the sad moment.,"

###

 

###

 

###

 

###"
Why does McDonalds always get my order wrong! I said no lettuce!," I was so pleased when I retrieved one en Cron, i expresseminar and don't"
Report to their management," that one day they will be rich beyond dreams. 

###

 

"
Sometimes I think the management don't even care!,"

###

 

###

 

###

 

###"
"I ate so much of my wife's cookies, but she shouldn't make them so irresistible. ","

###

 

###

 

###

 

###"
Just my luck I step into a huge pile of dog mess...," eat wood, hardcover books, and make an unendurable gue gone through life"
"Dang, I hated that. At least it's not cow poop, that's worst. ","

###

 

###

 

###

 

###"
"That is true, cow poop is much worst! But I was wearing brand new Gucci flip flops! ", I was so shocked when it fell down the stepped.  And I was freaking out!
"thanks. no mistake about it, it's a boy! lol. Takes after his father ;)","

###

 

###

 

###

 

###"
That's great my man! I can't wait for my first son. So far 6 daughters :(, so far my only child makes contact!  am crying all the time but working golden min
My son failed his exams! Can you believe it! I don't know what to do!," In this spaceulin, I leave it to S Speak if it exams are trouble. If"
"don't panic, and don't be harsh on the kid. perhaps spend time going over the subject together? or maybe he's having other trouble that's affecting his studies",". 


# 2. 


mbudsmen are very Shotgunets! "
He spent all his time playing football instead of studying! I warned him about this!," It was not his style.

###

 But, in the end, he prevailed"
oh no! that sounds annoying. Did you end up getting help?,"

###

 

###

 

###

 

###"
"Thats amazing, congratulations. 12 Kids your amazing.","

###

 How much better than this?

###

 

###"
"Some times at night, I can hear some shouting ""AHHHHHHH"", ""HEE HEE"". ","

###

 

###

 

###

 

###"
"No, the spooky thing is... I think it's the ghost of Michael Jackson. I even saw him dancing to Billie Jean."," I love him so much I actually cry all the way through the day.

###"
My best friend is doing 30 years in prison. I miss my good friend.," 

###

 

###

 

###

 

"
"Oh,will u be going to pay him a visit?","

###

 

###

 

###

 

###"
"I can't visit him. I've had to flee the country. We were robbing banks together, and he got caught with half the cash. I'm currently in the Bahamas.","

###

 

###

 

###

 

###"
4 months later he will be here. It has taken me around 3 months to save up enough money to be ready for him when he's born,". I think I may go to school for a moderately masculine model. 
 Leroy"
"On my way home from work, a massive bat chased me!","

###

 

###

 

###

 I was so ashamed"
holy Moses! I hate them things. Flying rats is what they are.,"

###

 This is what is so good about them.

###

 "
"I know! This one was absolutely huge, almost human sized. Chased me for a whole hour. The more I think about it, it might have been the batman! I shouldn't have stolen those diamonds!", I got them from a museum ownband. I think I'm back idiomschool student
"Once during an important school sporting event, my entire sports team was counting on me but mid-way through my event, my shorts fell down and I tripped ","ifiable.
"
for real? that must've been embarrassing. Sorry to hear about that,". 

###

 

###

 

###

 
"
Sorry to hear that. Did someone do anything against the company selling the food?,"

###

 

###

 

###

 

###"
Seeing people who have less than me just makes me so grateful for the blessings I have been given,". 

###

 

###

 

###

 
"
hiding for almost 2 years but I'm still not over my paranoia that one day I will have to pay for what I did. Don't ask what it was, like to make a real formal spout like that out of their lineasses. That's
"You must feel awful,  Why don't you come clean, maybe you will feel better.","       -> 

###

  

###

"
"Yeah, I was pretty amazed in the moment, he was flat as a board in mid air before he landed flat on his face. I had to watch for a moment in awe, before I realized he was getting up and I was about to get smacked. So, I ran towards where the parents were seated, stopped when I turned the corner, and walked calmly over to my mom, taking a seat on her lap. I looked innocent as could be as the mean kid came around the corner, and I forced myself to sit still so that when he smacked me in the face with the hoola hoop, I looked like a helpless victim.", I smiled at him whilst watching his smile grow new suckling the ART and develop a thick
"after she got her 1st job and new car, she started doing girls night out. Out until 3am one morning. I checked her chat history and sure enough she had kissed another guy >:("," 
 

###

 

###

 

< .
"
"Wow, you must have felt jealous", to hear them do so. I would like to wish them the best of fucking. 
"So, what was she lying to you about?","

###

 

###

 

###

 

###"
I never thought she would tell anyone and make it seem like I did something wrong. I didn't force her, to tell me she was pregnant and I would have been amazed if IWINDOWS COME full
Now the remake is well on its way. Maybe it can lift this depression I feel if they stay true to the story. Jason Mamoa isn't bad looking,". 

###

 

###

 

###

 
"
I had to adapt to life. I had to change to survive. Now I feel better," knowing that I'm creative and passionate.

###

 I can't wait for the"
I am reminded every day that I can survive anything. A friend gave me a special bracelet (paracord)," last 

###

 

###

 

###

 
"
Very angry and frustrated that she would behave that way. It makes me think less of her as a person.,"

###

 

###

 

###

 

###"
I was sucker punched when I was 17. The guy broke his hand and fled the scene. I saw him one time after this riding a bicycle but didn't do anything.," I believed I was future one Mon [END] of everything. -> 

###"
I wasn't confident. Now I regret not punishing him. ,"

###

 

###

 

###

 

###"
It took me 9 months of determination and sacrifice. But worth it.," 

###

 

###

 

###

 

"
I was distracted by the sound of running water.,"

###

 

###

 

###

 

###"
I can't get enough of music today. Especially all my songs/bands from when I was in my twenties.,"

###

 

###

 

###

 

###"
"Hi, I have applied for a driving license thrice and I have failed in all the thee", times before. Today I have decided to finally attempt to drive the whole lot of it
"Yes, I am a little uncomfortable driving backwards. I just can't do that.","

###

 

###

 

###

 

###"
Ah! That's quite understandable. It is tricky at first and non-intuitive. I practiced driving in reverse with cones in an abandoned lot. ,"

###

 

###

 

###

 

###"
every time I try not to hit that cone but those are so close., I will go furthest west then and put something else in my must bottom each time.
"I still can't believe my life is where it's at, especially if you look at the past few years. I would never believe you if you told me I would be here.","

— but in the end I am happy for him.
 assemblaging incredible"
"Yesterday, I was standing in a lift and a man next to me whispered in my ears that your zip is open. ","

###

 

###

 I loose your movement so many days. "
Yeah whispering in someones ear is weird,"

###

 

###

 

###

 

###"
Just you. No security?,"

### Definitions of a period of pressure and aperiod of zero UT so as to"
"no, I was on a 10th floor and security was down. I was scared even with a single noise.","

###

 

###

 

###

 

###"
I have been awarded with a degree in marketing.,"  It's a bigUh! 

###

 

###

 "
Have you everr been in a fist fight with anyone?," Maybe I can help you load a little bit of nick up.

###

 "
"Yes, Several times in my life. Mostly me and my older brother when we were younger."," 

###

 

###

 

###

 

"
I got in a fist fight with my step father once. It wasn't a fun experience as you can imagine.," 

###

 

###

 

###

 

"
I haven't heard of it,". It seems like a very rare world event. 

###	 

"
Have you ever eaten at Hardee's?," 

###

 

###

 

###

 

"
One of my favorite places to eat. I love the swirled ice cream cones.,"

###

 

###

 

###draws Troyai."
"I like it too, but I'm not a big fan of their new sliders. They're so tiny, and just one of them cost almost 2 dollars!"," I'd pay about a thousand dollars for a used office/sitters house, and I"
Have you ever had a sleep paralysis dream?, I would like to steer away from the electronics and find out whether I can put out Cyp
"Yeah, in mine I saw a smoke looking shadow over me with red eyes staring at me. I've never been more scared in my life.","

###

 

###

 

###

 

###"
"Yes when I was young I did all the time, but I think after I turned 18 I got this weird fear of being so high up in the air. What about you?","

###

 

###

 

###

 

###"
"I hate riding them, but i used to machine components for their drive chain when I was a machinist."," 

###

 

###

 

###

 

"
There was this one time my girlfriend and I had plans to meet a Longhorn steakhouse for a date.. She ended up keeping me waiting inside 30 extra minutes! I was pretty frustrated.,"

###

 

###

 

###

 

###"
"I can only imagine having to wait at the table alone, wondering if she'd show up. At least, it sounds like, she finally arrived.  Did she specify a reason for being so late?","

###

 

###

 

###

 -> 

"
I'm just so happy it's finally Friday!," It's look great, I've been working it for the past 2 weeks, and I"
"Ahhh! Me too, there is so much that can be done on the weekends!", There are plenty of ways to save money and make Moore put some T talking about their profits
