prompt,completion
From Santa Fe to Hong Kong -- ultimately a fantastic adventure. And I ended up with a wonderful group of friends. Expats bond quickly!,"

###

 

###

 

###

 

###"
One of the saddest things to me is when people underestimate what they can do and/or are capable of.,  I hope this film hits multiple recording mansrising failed institution en age where it remains un
"That's perfectly natural. You sound like the kind of person, though, that quickly regained their bearings. Disappointments like that usually come with some *good* lessons.","

###

 

###

 * NursultanSam League with a qah"
Once my husband asked me not to tell my mom that he was busy that day when she needed his help but I told her anyway.  I really felt bad b/c he got pretty upset with me.,"

###

 

###

 

###

 -> -> 
"
I totally understand why he was mad. Why did you tell her?,"

###

 

###

 

###

 

###"
Yeah thats a good question.  I totally deserved him being mad.  I just felt bad for him b/c he was so busy that day and I didn't want him to have one more thing on his plate I guess,.  I made sure I had the last piece ready for him ENDED once and for
"There was a back neighbor that called my 10 year old son a ugly name one time, simply because he entered her yard slightly when he rode around the corner.!","

###45 

###

 -> -> 

###

 -> ->"
Are your kids adults now?,"

###

 

###

 

###

 -> 

"
One of them is! I have an 18 year old and a 12 year old., It's my first time playing. I haven't seen them play often. I'm surprised
I have a hard time having confidence in myself but when I got married and I had my hair and makeup done I felt like I was beautiful!  I had so much confidence in myself that day and it was great!," -> 

###

 -> -> 

###

 -> ->ength is the"
"My husband and I both work for ourselves -- a blessing and a curse at times, since it can be tough to determine a ""regular"" income."," 

###

 

###

 

###

 

"
I bet it's tough. A regular income is nice but the freedom you get from working for yourselfs is better. ,"

###

 

###

 

###

 

###"
"We found a pretty good balance in that I have a part-time job that I *love* -- and that comes with benefits like insurance. That's a big worry addressed, right there.","

###

 -> -> -> Ah that's a good point. Very good. VERY"
Your so lucky. Insurance is my number one worry every month. , I have a good chance at a second wards ward.  I have a good chance at
"I met up with an old flame recently, didn't go how I expected"," and she accepted my invitation. I was happy for her. -> 

###

"
Oh ya? What happened?? I'm intrigued,", too

###

 

###

 

### pickups one of"
"Well, right after she gave me a big hug, she introduced me to her new boyfriend.","

###

 

###

 

###

 I instantly knew I"
Woah plot twist. She brought him along to meet you? ,"

###

 

###

 ?

###

 

###"
Why didn't you go?,"

###

 

###

 

###

 

###"
Did he do anything to you and your mom?," 

###

 

###

 

## 

##"
Well I knew he was following us and so I asked the manager to walk us out to the car and when he did we saw the guy come out again from between the two buildings b/c he was waiting on us.  so scary!,"

###

 

###

 -> 

###

 -> -> That"
Did I tell you what happened with Li the other night? Boy do I feel dumb.,"

###

 -> -> 

###

 -> 

###

 ->"
"No, what happened?","

###

 

###

 

###

 

###"
"Well first of all, it wasn't just any concert - it was Jay-Z and Beyonce! AND IT GOT RAINED OUT! ", Horizon was the first brand again! and real words notggies here! Thank God! Now
"I know I shouldn't count my chicks before they hatch, but I'm feeling pretty good after that interview today!","

###

 

###

 

###

 -> -> -> That"
This advertising company! The owner was there - you should have seen his face. My last freelance project was a real winner. Think I got it?,"

###

 

###

 

###

 -> -> 
"
"Did I ever tell you about the time I ""got taken hostage""?","

###

 

###

 

###

 

###"
oh my  are you really serious?," 

###

 

###

 

###

 -> 
"
"As a heart attack. It was me and Big C at the World's Largest Pistachio. All of the sudden we hear gunshots, and DiDi's still in the car. We ran in the building, and he comes flying in after us. He never pointed the gun at us, and we ended up running away when he was distracted. It's too crazy - I can't make this up. Just glad to be alive!","

###

 

###

 -> 

###

 -> -> That"
"I went to visit a friend one day and her boyfriend made a pass at me. He actually suddenly kissed me, as I was waiting for my friend to return. I couldn't believe his nerve!","

###

 

###

 -> 

###

 -> -> That"
"This past Friday night our refrigerator stopped cooling! We had to go the weekend without it, and of course had to deal with some unpleasant smells and throw away a large amount of food! It wasn't a fun weekend for us!", -> -> -> Wow! I would be so happy if I had a bit of++++++
"Oh no, I hate when that happens. I can sympathize with you because thats happen to me twice! Its okay in the winter time and you can sort of keep your food fresh but not during the summer"," time. 

###

 

###

 

###

 "
"Yes, and of course we tried to call and have someone come out, but to no avail! You don't realize how much you rely on things like that until they aren't working!", It's like making asound like an electric charging station. Reflections of theeri surf
"I felt pretty bad when I was having girl talk with my friend and we were talking about our partners. Her boyfriend had made a pass at me, but I never told her about it. ","

###

 

###

 -> 

###

 I was made"
"Wao, you must fell weird about it! what you thinki to do about it?","

###

 

###

 -> 

###

 -> -> I"
"I felt bad, but she wasn't working and taking care of her grandchild, and her boyfriend was the financial support. I knew it would really be hard on her if she found out, not to mention she really loves him.","

###

 I just kept taking care of her.

###

 -> +"
"Oh, I'm sure you were embarrassed! But, maybe you can laugh about it now?","

###

 

###

 

###

 ->modele –"
"Yes, totally but at the moment i felt like the stupidiest person on earth, didn't know were to hide! and my mom was watching"," me like a boat stakes followed by a ship… just what happened!?

###

"
Absolutely I agree I always try to not even bring cart unless I have too many too carry.,"

###

 

###

 

###

 Having a large number"
"Me too. And I will always make sure to at *least* put it in one of those cart corrals, if not walk it back up to the store. Hey -- extra exercise ;-)","

 adoce it till it become a finished product. -> 

###

"
Yes me too Now if everyone would just take our lead lol,"

###

 

###

 

###

 

###"
oh wow. Do you know whether it will be a boy or girl yet?,"

###

 

###

 

###

 

###"
We choose to wait! but the amount of happiness in my body is tremendous! never felt this way before.,"

###

 -> 

###

 ~ added to my birthday cake is the"
"Actually I'm not, but it sounds very interesting and by working with different organizations, I would imagine it's also exciting and new every day."," 

###

  I've never worked with an owner [or manager]. So"
"I'll always remember the day I learned I was pregnant with our first child -- Halloween in Chicago, and we were with friends at the Shedd Aquarium! I've loved baby belugas since ;-)"," 

###

 

###

 

###

 -> 
"
"Baby belugas are cute, but not as cute as your baby!","  Make puns on the length of theirpherd's license! 
++++++%."
"Ha! True that ;-) That's also the year that A Bug's Life came out, and we always thought of our young one as ""Dot"", the spunky little girl ant in the movie."," Sicity was his characters, so much so hard to believing. Hint: try hard"
THat's too bad. What do you think went wrong?,"

###

 

###

 -> 

###

 -> 
"
"I am not sure, it was pretty random"," and single looked me up.

###

  I thought at that point I might"
Did they give you any feedback?,"

###

 

###

 

###

 

###"
"That is a shame, you need to learn from your mistakes.","

###

 

###

 

###

 

###"
I do watch Netflix sometimes.  Do you watch?,"

###

 

###

 

###

 -> 

"
"Yes, I do. I recently watched the series ""Dark."" It's the German one.", It's the last episode ofintensive series. Its awful. It's the last episode of
I haven't heard of that one.  What genre does it fall in?,"

###

 

###

 

###

 

###"
Sounds interesting!," What did you get for food?

###

 

###

 
"
"Yes, I actually ended up winning it and they gave me 6 months of unemployment pay."," I cannot wait for my store to open so far away.

###

 
"
Today traffic was horrible and was so frustrating!,"

###

 

###

 

###

 I Blueprint the lands"
"I hate traffic too, it makes me angry","!

###

 

###

 

###

 -> Do you"
"Yes! People were constantly cutting me off,not signalling and slamming on their brakes",. It was so easy to make their private residence.  Honey was bath time mass melt
The grudge scared me when I was 10 to which I couldn't navigate my own house.,"

###

 This one had a plenty of gists in which I could discern a"
I can imagine! That was a terrifying movie., I need to take some time to grasp all the nuances of the movie. I coin my
And yet I still felt as if I had to see the sequels when they came out too.,"

###

 

###

 

###

 

###"
I don't think that's the problem. I am worried about a drainage issue. I'm going to check back in a couple days.," 

###

 

###

 

###

 I think it"
"You shouldn't, because that is  a very stressful job","

###

 .

 

 

 

 State of the world: rainy"
"Yeah, that's a good point. I also realized he has a high malpractice insurance, and is on call a lot.", That gives him a very prodigialexempt status. The profession can simulate many a profession
And don't forget how many years they have to study in order to get a license for surgery,", they might make plans for their current level.

###

 

###"
That is disgusting! What can you do about about it?,"

###

 

###

 

###

 

###"
I'm not sure. What would you do?,"

###

 

###

 

###

 

###"
You could chat to them and complain!,"

2 Membership is huge right now!they should get it right first instance. "
I did! I was talking to my husband about the different toys I had. Even started talking about the music and shows from that era,".

###

 

###

 I was amazed at the music IQ things"
The other day I came across a Facebook post showing all the old stuff from the 90's.. it took me way back to my childhood.," I was so surprised and thrilled!

###

 

###

 
"
Oh ok lol. I completely understand. I had a friend share a post about making mix tapes from the radio with a cassette player. Totally remember doing that!,"

* 

###

###

 

###

 
"
"I hate bullies. Playground or politics, I find them intolerable.","

###

 

###

 

###

 

###"
"Me too, bullies are part of the reason that I homeschooled."," 

###

 

###

 

###

 

"
Good for you! Did you find other ways to interact with kids on better terms?,"

###

 Like going to the sportaldef in which you had a 30 minute"
My parents keep taking my money," daily, except when they have lots of additions totalling their bank accounts. 

"
"LOL! This is perfect timing because I had the "" You are an adult not a child"" conversation with my girlfriend not too long ago. I had left popsicle wrapper on the night stand and it got sticky. I argued if you are willing to date someone who likes to eat Popsicles in bed, then you have to deal with the consequences. ","
enhagen Pre muds larvaeodes S jews Image1 Onion worlds. ; $$$$$"
"LOL! Okay, y'all are a sitcom. I have to ask what flavor. (And yes, I side with your girlfriend. If for no other reason: ANTS. You do NOT want ants marching into your bed toward any potentially sensitive regions. Okuuurrrrrr?)"," ON Hold on to your Virgin airliner season, depending on the Lynch season, it will have"
The hardest time in my life was when my best friend died on Christmas of 2007.,  I am about to go to bed with a venaijuana in which I have built
Wow. I'm so sorry to hear that. That would be incredibly hard. What happened?,"

###

 

###

 

###

 

###"
"She fell off of a roof. She fell asleep and when she got up, she slipped.","

###

 

###

 

###

 

###"
"It has been a long time so I have come to cope with it, but sometimes it's still hard. I named my daughter after her. Her name is Roxie.","

###

 

###

 

###

 -> 

"
That's a beautiful name! It's cool you honored your friend in that way. ,"

###

 

###

 

###

 

###"
It really helped me heal when I was able to do that.,"

###

 

###

 

###

 -> 

"
It was raining hard one night and the power shut off," all day

###

 .

###

 

###

 The result"
Did you have candles or a flash light to help yous see?,"

###

 

###

 

###

 -> 

"
One time I studied my butt off for my first psychology exam. It was hard and I studied all night.," I managed it! I scored good.

###

 

###

 "
I ended up actually getting a 98%!," 

###

 

###

 

###

 I was very"
That is great! My B.S. ( I always hate saying that because I have to say I have my BS in psychology) is in Psychology.," It's a very good job. It's a very high job. 

###"
Pet? Like dogs and other?,"

###

 

###

 

###

 

###"
Yes. We got a cat not too long  ago and he drives me crazy! He's such a night owl and is always banging into stuff. ,"

###

  He used to be an hourly fixed door Oy/N-ute"
I am so sorry. I can't imagine what you must have went through.," 

###

 

###

 

###

 -> 
"
That must have been really hard. ,"

###

 

###

 

###

 I hope y'"
"I feel slightly bad. I think I hurt my mom's feelings last week because she told me about a necklace I got rid of when I was a kid. She's a packrat and I'm really, really not.", I saw him develop a hold soon enough and he knew how to think through a bent so
Well why did you have it if it belonged to them?  Did you pawn it?," 

###

 

###

 

###

 

"
"I know what you mean.  However, the older I get the more I want to go back LOL.","

###

 

###

  -> 

###

 -> ->"
"I was just thinking about how a few years ago, we lost our cat."," It was a total surprise!

###

 

###

 

"
The flu sure makes it feel like you're dying haha,".  

###

 

###

 

###

 ->"
"Once I ate a raw oyster because my uncle offered me some and I contracted food poisoning. Things were coming out from both ends, so gross.","

###

 

###

 

###

 I felt so good"
Did you get sick afterwards ,"

###

 -> -> -> No, I felt great.

I think our"
"Extremely, but it passed after a day or so. Never consume raw shellfish, unless sushi because they properly prepare it"," and serve it with a tsunami taiji. 

###

 

"
I am so sorry to hear that. Is there any chance you might be able to reconcile???," 

###

 

###

 

###

 -> 
"
I don't think so. He wants to join the military since his dad has passed away and I'm not sure if that's the lifestyle I want.,"

###

 

###

 

###

 

###"
Oh that's too bad. ): I don't want to overstep but I always like to encourage people to hold on to their love for each other no matter what trials come up. ,"

> 

New encounters are what counts. 

Comments are what"
I think we're going to try long distance while I finish up school (3 more years). But it's just scary thinking of it all.,"

→ 

###

 

→ 

→ 
"
"I think that's good! If you are meant to be together you'll feel it and it will work out I think, if you just keep your conviction and stick with it. Good luck with it! ","

###

 

###

 -> 

###

 -> -> I"
"We have dogs and chameleons together, so it's like we're already a little family haha",".

###

 We are trying to make sure we have a master the ouro"
I recently found out the girl I love may not feel the same way. This makes me sad.,"

###

 

###

 -> 

###

 ->  ->"
"So sad,you can never force someone to love you. You will find the right person for you.","



###

 

###

 

###

 -> that's"
"I hope so. Maybe one day, but I am not so sure."," 

###

 

###

 

###

 

"
5,",5, and so forth.

###

 

###

  It"
hi are you there?," Magic carpet?

###

 

###

 

###

 "
I recently had an argument with my sister. It made us both very annoyed.,"

###

 

###

 I showed her how much she used to love"
"Everything turned out fine. I think somebody in the nearby neighborhoods may have been hurt, though.","

###

 

###

 

###

 

###"
Next time you get a cold front in your area you should try it. It's extremely relaxing and sleep-inducing haha,"

###

 

###

 

###

 -> 

"
"I live in a place where it only snows once in 10 years. So, i think i am passing on that","ivism right out of hand. 

###

###

 

###"
"You know, that is tough, but it happens to the best of us. What went wrong?"," 

###

 

###

 

###

 

"
"Nothing went wrong, we just have different lives in different places. I go visit every now and then.","

###

 

###

 

###

 I feel like a"
But you failed the exam? Did you revise?, Did you study in conjunction with the exam and were you surprised when you scored a huge 5
That sounds tough. What do you do/,"k Necessary stuff? 

###

 

###

 
"
it pays decent and feeds the kids so I can't complain.," It also makes me feel more ""caring"" than some other automiGC.""
"
I watch so many scary movies that I haven't been able to sleep alone in years due to fear. ,"

###

 now I can surprise her on the shores of the Pacifico Penvy"
That is such a bummer. Why did you keep watching them?,"

###

 

###

 

###

 

###"
I honestly don't know. I've always been fascinated with them since being a little girl and that fascination has never gone away., But now I am sure I could learn the art andServer site. Search for results St
I understand being fascinated by them they can be very intriguing. Maybe you should stop watching as many though. ,"

# -> 

| Chaser for the Win 2005? -> 

"
"I've been telling myself that for years, I just have no self control. What are your favorite kinds of movies?","

###

 

###

 

###

 -> 

"
I like scary movies as well so I know how addicting they can be.," Hesy en, battery and lights matter i mean. 

###

 
"
Donald Trump is now the president. It makes me feel bad about life.,"

###

 

###

 

###

 

###"
That's great. It sounds like a very good situation to be in.," I am very happy for him.

###

 

###

 
"
I recently found out that the woman of my dreams like another. I am incredibly jealous of him.,"

###

 

###

 

###

 -> 

"
:( I'm very sorry. Have you tried telling her how you feel? That could affect her decision.," Humble, show her how you think she should decide. No need to display your presence"
I have not told her as much as I need to. I am trying to build the courage.,"

###

 

###

 

###

 

###"
How long?,"

###

 

###

 

###

  -> 
"
Well did you have any story or anything that you had in mind that you wanted to tell me? I told you a story of mine before so you owe me haha.," -> 

###

 

###

 -> International coming right.

"
That is really nice of her.  It is nice to have someone to help you do things sometimes.," 

###

 

###

 

###

 -> 
"
My father almost died. His recent health problems have been devastating.," 

###

 

###

 

###

 

"
"That's so sad, I hope you've gotten over it.","

###

 

###

 

###

 

###"
My friend bought a new car. This makes me so jealous!,"

###

 -> 

###

 -> -> Do you usually buy them?"
It makes me feel inferior. Hopefully I will get over it.,"

###

 

###

 

###

 

###"
That is very special and I am so happy for you.," I have been secretly hoping for aaaaaaalright

###

 for a little"
"Wow, 7 years? You were really young then",", it sounds like it was a staggering event.

###

 

###"
Yes," ""Leave the reject key in the ISO rotation, it will be in the future"". John"
I one time lost my trunks in the pool! People saw me in a way I didn't want!, I got%%%%%%%%%. I'veoutherly%%%%%
Oh no! That must have been super embarrassing! How did you react to that?,"

###

 

###

 

###

 -> 

"
I covered my body and then went to the bathroom and got a towel!,"

###

 

###

 

###

 I was so pleased"
Having the whole house to your self sometimes isn't as good as it may seem!,"

###

 

###

 

###

 

What"
I can imagine the loneliness someone can experience.,"  I hope everything goery went well for you. 

###

 
"
My whole family is out the house for a few months. I'm going to be so bored with no one around...,"

###

 

###

 


10


11

"
Who is supplying these snacks? ,"

###

 

###

 

###

 

###"
"Well, my wife gets them on deals, so likes to hoard them in the cupboard. ","

###

 

###

 I'm afraid she will just take them multiply"
because she hasn't seen them in almost 2 years. Misses them," aren't what they are.

###

 So she is able to collect the weapon"
I can't believe someone half my age got promoted instead of me!," That's so great! Where did you grow up?

###

 My parents never"
"Well,it can happen like that atimes",", they filter through it all.

###

 

###

 
"
Have you ever missed out on a promotion?,"

###

 

###

 

###

 

###"
My wife cried quite a lot at her mothers funeral. They had a very close bond.,"

###

 

###

 She wanted to hold the men's Hammondtown"
Getting this new job should be easy. I am easily the best person that applied.," 

### public and privaterolled together for me. 

###

 "
My son is such a rascal! He took my car for a joy ride!, I had to take it to the stores to recover it!  I was so shocked to
Oh my god! How old is he?,"

###

 

###

 

###

 

###"
He's only 13! I didn't even think he had that in him!, I wish I could see him make a real mountain inside his head. Or make it difficult
My brother...Dating an A list supermodel... I don't know what to think!," -> 

###

 

###

 -> -> ->what does he do"
Yeah I have lol. What's your brothers name?,"

###

 

###

 

###

 -> 

"
"Not being able to fit into an old wedding dress, is one of a womans worst nightmare."," During her wedding Alison was so thrilled and was blown away. 

###

 "
"Oh wow, I can imagine. How old was it?","

###

 

###

 

###

 

###"
"The dress was a few years old, I couldnt believe it didnt fit.","

24 minutes later, I received an honorable mention in myPyongung power Ky"
Starbucks always get's my order wrong!," I give them credit, they should be payable.

###

 

"
I like Starbucks. But they're a little expensive for me to go there often.,"

###

 

###

 

###

 

###"
They definitely are expensive. What's your favourite drink to get?,"

###

 

###

 

###

 -> 

"
My pizza I bought fell all over the floor on my way home!,"

###

 

###

 

###

 -> 

"
"Wow, that will be so devastating for you",", but luckily I was able to dice a lot of both, so I still can go"
"So, how did you now do it","? -> 

###

  -> 

###

 -> -> With a"
Why does McDonalds always get my order wrong! I said no lettuce!, I was so pleased with my connoce con new cryptocurrency! It is everything my almost
"I ate so much of my wife's cookies, but she shouldn't make them so irresistible. ","

###

 



###

 

affected her SETUUP IT"
"Haha, how did she feel when she found out?","

###

 

###

 

###

 

###"
"She made me pay twice what they would have sold for at the bake sale. The cookies were for charity, you see.","

###

 -> ""

###

 -> $2.25 for every piece"
"Dang, I hated that. At least it's not cow poop, that's worst. ","

###

 

###

 

###

 

###"
"That is true, cow poop is much worst! But I was wearing brand new Gucci flip flops! ", So I HurlStand Pass In Smitrix Turtu Pass In Smitrix
How do you make it?,"

###

 

###

 

###

  -> 
"
"You've got to cut up all the ingredients, and put it in small containers, before finally cooking all at once."," 

###

 

###

 

###

 It's a"
"thanks. no mistake about it, it's a boy! lol. Takes after his father ;)","

###

 

###

 

###

 -> 

"
That's great my man! I can't wait for my first son. So far 6 daughters :(, coffee is hot and swimming club John Pound landes. wearing suitcases. glad he isn
My son failed his exams! Can you believe it! I don't know what to do!," En Kamel, I tend to think it over and study, but I don't know"
"we were 20 mins from the airport and the car broke down, overheated and would not start !","

###

 

###

 

###

 -> So we jumped"
"had to hitch hike. made it on time for check in though. now the cars been in the shop 4 days, no progress. kinda getting worried about it",".

###

 

###

 -> 

###

 -> "
"Thats amazing, congratulations. 12 Kids your amazing."," Or should I say gorgeously. 

###

 

###

 "
"Some times at night, I can hear some shouting ""AHHHHHHH"", ""HEE HEE"". ","

###

 

###

 and a music type.

###

"
"That's creepy. What do you think they were, hyenas? ","

###

 

###

 

###

 -> 

"
"No, the spooky thing is... I think it's the ghost of Michael Jackson. I even saw him dancing to Billie Jean."," I love him so much I cry his sweet baby cry!

###

 -> ->"
My best friend is doing 30 years in prison. I miss my good friend.,"

###

 

###

 

###

 I've never seen"
"I can't visit him. I've had to flee the country. We were robbing banks together, and he got caught with half the cash. I'm currently in the Bahamas.","

###

 

###

 

###

 -> 

"
yes it is. I am very happy, for him that he is willing to get it from a True Blue hooked up.  Free
"On my way home from work, a massive bat chased me!"," I was so ashamed.

###

 

###

 

###"
holy Moses! I hate them things. Flying rats is what they are.," Trouble is compared to an actual storm lord. 

###

 

###"
"I know! This one was absolutely huge, almost human sized. Chased me for a whole hour. The more I think about it, it might have been the batman! I shouldn't have stolen those diamonds!", I got them from a museum ownband. I think it's the same size. I
"yea! it was! I thought everyone would be annoyed at me but the next day when I went back to school, everyone just made it a joke so its alright. This was about 5-6 years ago now haha","

###

 

###

 

###

  -> 
"
I started out with one hit wonders but ended up at Pac. I miss my youth lol,"

###

 

###

 

###

 .

###"
"When I was younger, my dog died. He was getting up there in age, but he was still on the young side. Later, we heard the pet food we had been feeding him had been recalled because of similiar fatalities."," 

###

 

###

 

###

 

"
"No, they just had a recall. Apparently they didn't clean out their machines properly when making the food, so it got contaminated. ","

###

 

###

 

###

 

###"
hiding for almost 2 years but I'm still not over my paranoia that one day I will have to pay for what I did. Don't ask what it was, like to make a formal spout like that out of their noses%%%%%%%
"You must feel awful,  Why don't you come clean, maybe you will feel better.","     -> 

###

 

###

 

"
no way. I just pray she can forgive me. I could never admit to this sin. Jesus save me,"!  -> 

###

 -> -> -> You will get it because she is"
"Yeah, I was pretty amazed in the moment, he was flat as a board in mid air before he landed flat on his face. I had to watch for a moment in awe, before I realized he was getting up and I was about to get smacked. So, I ran towards where the parents were seated, stopped when I turned the corner, and walked calmly over to my mom, taking a seat on her lap. I looked innocent as could be as the mean kid came around the corner, and I forced myself to sit still so that when he smacked me in the face with the hoola hoop, I looked like a helpless victim.","

###

 S communicated amazing leve residing in another person depths end Georgia Dukes -"
"after she got her 1st job and new car, she started doing girls night out. Out until 3am one morning. I checked her chat history and sure enough she had kissed another guy >:("," 

< 

<  OnommarIED! She was so grateful"
"Wow, you must have felt jealous","

###

 .

###

 I wish I could look down on these AMER"
jealous isn't the one I felt. I wanted to rip her apart lol,".

###

 

###

 

###

 

"
she arranged to meet up with her ex to return his t-shirt! why do that behind my back? we had just started seeing each other. Made me so mad,"!

###

 

###

 -> 

###

 -> ->"
I never thought she would tell anyone and make it seem like I did something wrong. I didn't force her, to tell me what she thought was happening. I was Puppet Grand Zen Facballappiness.
Oh no how horrible," that is! none of my sins remained until now.

###

 

"
ye and so I had to leave the country because of her,".

###

 

###

 

###

 I can't"
Public school really sucks sometimes. Making boys shower all together. I didn't want to but had to or else fail PE,". Owww

###

 

###

 Owww!

###"
I still haven't got over it. Brandon Lee RIP. I was 17 when I found out he died during filming. I visited the area he took his last steps a couple years ago,. I happened to pass a shop which Brandon said he had worked too many years. He
Adapting to life is always good to do.," Hashing off the cymbal, it's something I haven't done much.
"
How awful! how do you feel about it?," -> 

###

  -> 

###

 -> -> I think we"
I was sucker punched when I was 17. The guy broke his hand and fled the scene. I saw him one time after this riding a bicycle but didn't do anything., I believed I was future one Mon
Lols why didn't you do anything ,"

###

 

###

 

###

 More Explorer of the"
I wasn't confident. Now I regret not punishing him. ," I need to force him to work.

###

 

###

 "
"Things happen that are bad, I am sure it wasnt your fault."," 

###

 

###

 

###

 

"
I can't get enough of music today. Especially all my songs/bands from when I was in my twenties.," 

###

 

###

 

###

 

"
"Hi, I have applied for a driving license thrice and I have failed in all the thee","ceptions (including the big one).  Im absolutely sure of myself : )

###"
"Yes, I am a little uncomfortable driving backwards. I just can't do that.","

###

 

###

 

###

 Lots of people rely"
every time I try not to hit that cone but those are so close., I think we'll go$$$$$$$$$$$$ %%%%%%%%%%%
Why what is the matter?,"

###

 

###

 

###

 ?

###"
