prompt,completion
"You can track her down to say sorry, or would that be creepy?","

###

 

###

 

###

 

###"
"Unfortunately, she died. I only found out when Facebook first came out, and her brother and I ""friended"" one another.","

###

 

###

 

###

 I was amazed at"
I feel the same way.," I hope the weather eventually pulls out again for us.

###

 

"
"How do you channel the anger? Obviously, it too easily turns into the same kind of negative emotion I'm upset about -- so that can feel hypocritical!","

###

 

###

 

###

 

###"
"Well, sometimes people are busy and don't have the time to check emails"," or take down homes or hunt for ammo.



###

 

###"
I recently had a big argument with my sister. We both got very upset and angry at each other.,"

###

 

###

 

###

 I saw this film"
From Santa Fe to Hong Kong -- ultimately a fantastic adventure. And I ended up with a wonderful group of friends. Expats bond quickly!,"

###

 

###

 

###

 

###"
One of the saddest things to me is when people underestimate what they can do and/or are capable of.,  I hope this film hits multiple recording censors installing sound so it ensures it never calls
"I know, that actually happens to me sometimes! Last year I didn't get accepted into this fellowship and for a couple of weeks I was underestimating myself a lot.","
 mater["
"That's perfectly natural. You sound like the kind of person, though, that quickly regained their bearings. Disappointments like that usually come with some *good* lessons."," *

###

 

###

 

###

 * timing is"
Once my husband asked me not to tell my mom that he was busy that day when she needed his help but I told her anyway.  I really felt bad b/c he got pretty upset with me.," 

###

 

###

 

###

 -> 
"
Yeah thats a good question.  I totally deserved him being mad.  I just felt bad for him b/c he was so busy that day and I didn't want him to have one more thing on his plate I guess,.  I made sure I had the last piece ready for him ENDED once and for
What is a back neighbor? And that is crazy!, They're all arguing loud and strong. I feel like an offer of half of my house
"Yes, she lived several house back and she didn't know me, until after she did that! She knew me then, but after I talked to her, she apologized to both of us. ", She was amazed at how good she was enough to take both of us back to the same
"Every time I look through older photos of my children, I'm taken right back to the time they were that size, and what we were doing! It's a bittersweet feeling, for sure.","

###

 

###

 

###

 

###"
"Oh, it sure is, I feel the same way. They grow up so fast! ","

###

 

###

 

###

 

###"
"My husband and I both work for ourselves -- a blessing and a curse at times, since it can be tough to determine a ""regular"" income.","

###

 

###

 

###

 

###"
Your so lucky. Insurance is my number one worry every month. , I have a good chance at an hourly job lined up in two weeks.  I have
"I met up with an old flame recently, didn't go how I expected",". I knew I'd get the coldestPET possible.

###

 
"
"Well, right after she gave me a big hug, she introduced me to her new boyfriend.","



###

 I instantly knew I was in the right.

###

"
I was supposed to go for brunch with my friend Maria the other day. At least that was the plan.,"

###

 

###

 

###

 

###"
Why didn't you go?,"

###

 

###

 

###

 

###"
Did he do anything to you and your mom?," 

###

 

###

 

###

 

"
Did I tell you what happened with Li the other night? Boy do I feel dumb.," 

###

 -> -> -> No, I saw [END] right in the"
"No, you didn't tell me! What happened?","

###

 

###

 

###

 

###"
"She's 45 minutes late to our anniversary dinner. I don't know what happened to me but I called and left an angry message. Turns out, she had gotten T-boned at an intersection and was talking to the Police Officer when I called!", -> I was so pleased to see she was responsible for the destruction of the+++ [END
"No, what happened?","

###

 

###

 

###

 

###"
"Well first of all, it wasn't just any concert - it was Jay-Z and Beyonce! AND IT GOT RAINED OUT! ","

###

 Horizon was the first brand again! and still doesn't run out of"
"Did I ever tell you about the time I ""got taken hostage""?","

###

 

###

 

###

 

###"
oh my  are you really serious?,"

###

 

###

 

###

 

###"
"As a heart attack. It was me and Big C at the World's Largest Pistachio. All of the sudden we hear gunshots, and DiDi's still in the car. We ran in the building, and he comes flying in after us. He never pointed the gun at us, and we ended up running away when he was distracted. It's too crazy - I can't make this up. Just glad to be alive!","

###

 

###

 -> -> 

###

 -> "
"This past Friday night our refrigerator stopped cooling! We had to go the weekend without it, and of course had to deal with some unpleasant smells and throw away a large amount of food! It wasn't a fun weekend for us!"," -> -> -> Wow, I would be so happy if I had a bit of++++++"
"Oh no, I hate when that happens. I can sympathize with you because thats happen to me twice! Its okay in the winter time and you can sort of keep your food fresh but not during the summer"," time period. 

###

 

###

 

###

"
"Yes, and of course we tried to call and have someone come out, but to no avail! You don't realize how much you rely on things like that until they aren't working!", It's going to be up to you toown the new way of using any mediums
"I felt bad, but she wasn't working and taking care of her grandchild, and her boyfriend was the financial support. I knew it would really be hard on her if she found out, not to mention she really loves him.","

###

 

###

 

###

 

###"
"I was at the mall and hug my mom and said to her: Time to go Mommy! and i wasnt her, can you imagine my reaction to it?","

###

 

###

 

###

 

###"
"Okay, a silly pet peeve but one nonetheless -- when people just leave their grocery carts willy-nilly in the parking lot. No consideration for others or the people who work at the store!","

###

 

###

 

###

 

###"
"Me too. And I will always make sure to at *least* put it in one of those cart corrals, if not walk it back up to the store. Hey -- extra exercise ;-)"," 


 adoce it till it become a finished product!

###

 "
Yes me too Now if everyone would just take our lead lol,"

###

 

###

 

###

 

###"
"I love being in the ""flow"" -- whether it's in speaking to a group of people or working to help facilitate meetings.","

###

 

###

 

###

 

###"
"Ha! True that ;-) That's also the year that A Bug's Life came out, and we always thought of our young one as ""Dot"", the spunky little girl ant in the movie."," Sicity was his lady Tantric, so many engineers watched him grow up! Each version"
THat's too bad. What do you think went wrong?,"

###

 

###

 -> 

###

 -> 
"
"Oh no, what did you do instead? Did you watch Netflix?","

###

 

###

 

###

 

###"
I do watch Netflix sometimes.  Do you watch?,"

###

 

###

 

###

 

###"
"Yes, I do. I recently watched the series ""Dark."" It's the German one."," It's in the scene where it is has been referred to as. [END]
"
It's a supernatural mystery type. I won't spoil the twist.,"

###

 

###

 

###

 IT'S A"
Sounds interesting!," How well combined, it seems so fair to the guest.  I love the fairer"
That is great - have you found another job yet?,"

###

 

###

 

###

 

###"
Today traffic was horrible and was so frustrating!,"

###

 

###

 

###

 I Blueprint the lands"
"I hate traffic too, it makes me angry","!

###

 

###

 

###

 

"
"Yes! People were constantly cutting me off,not signalling and slamming on their brakes",. It was so easy to make their private residence. hood shift quickly – so much
I can imagine! That was a terrifying movie., I need to take some time to grasp all the subtleties of the movie. I
Today when I went outside to check my new banana plant I noticed the new leaf was turning brown.,"

###

 

###

 

###

 

###"
I don't think that's the problem. I am worried about a drainage issue. I'm going to check back in a couple days.,"

###

 

###

 

###

 

###"
"My friend is a surgeon and we were discussing salary. He easily makes 200,000 a year and he is only 32. It's crazy and I was jealous of him.","

###

 

###

 

###

 I want to carbon"
"Yeah, that's a good point. I also realized he has a high malpractice insurance, and is on call a lot.", That gives him a very prodigal pacing. It forces him to be ever vigilant.
And don't forget how many years they have to study in order to get a license for surgery,", they might make plans for the third.

###

 

###

"
That is disgusting! What can you do about about it?,"

###

 

###

 

###

 

###"
I'm not sure. What would you do?,"

###

 

###

 

###

 

###"
You could chat to them and complain!,"

2 Membership is huge right now!!!

###

 

###

"
Maybe I will try that. Do you think it will work?,"

###

 

###

 

###

 

###"
I did! I was talking to my husband about the different toys I had. Even started talking about the music and shows from that era,".

###

 

###

 

###

 I was amazed"
The other day I came across a Facebook post showing all the old stuff from the 90's.. it took me way back to my childhood.,"

###

 I was so surprised and thrilled!

###

 

"
Good lord you must have had Facebook for a LONG time! I started mine in college so there isn't anything from my younger years., I've found it to be a highly democratic and responsive internet platform that I've never noticed
"I hate bullies. Playground or politics, I find them intolerable.","

###

 

###

 

###

 

###"
Good for you! Did you find other ways to interact with kids on better terms?,"

###

 

###

 Like going to the sportaldef in which"
My parents keep taking my money,", they're working her to let money come out of her bank accounts. She even che"
They need it for other stuff. I never get a chance to save any of it.," 

###

 

###

 

###

 

"
"LOL! This is perfect timing because I had the "" You are an adult not a child"" conversation with my girlfriend not too long ago. I had left popsicle wrapper on the night stand and it got sticky. I argued if you are willing to date someone who likes to eat Popsicles in bed, then you have to deal with the consequences. ","
enhagen Xodes --> Chamber Rock White Rockendonnickname Kahl out to the Rock"
Wow. I'm so sorry to hear that. That would be incredibly hard. What happened?,"

###

 

###

 

###

 

###"
"She fell off of a roof. She fell asleep and when she got up, she slipped.","

###

 

###

 

###

 

###"
That's horrible. I'm really sorry about your friend. ,"

###

 

###

 

###

 

###"
"It has been a long time so I have come to cope with it, but sometimes it's still hard. I named my daughter after her. Her name is Roxie.","

###

 

###

 

###

 

###"
It was raining hard one night and the power shut off,"

###

 all day

###

 .

###

 

"
Did you have candles or a flash light to help yous see?,"

###

 

###

 

###

 

###"
That is great! My B.S. ( I always hate saying that because I have to say I have my BS in psychology) is in Psychology.," It's a very good job. 

###

 

###

 "
Do you have any pets?," 

###

 

###

 

###

 

"
One of the hardest times in my life was when I had to leave my husband and daughter when I went through a divorce.,"  I was very excited and sent them both aload of hght. 
"
I am so sorry. I can't imagine what you must have went through.," But please tell me this is not the fault of your sins.

###

 "
I felt like I had no one. The two people I loved most in life I barely saw and was disconnected from.,"

###

 

###

 

###

 

###"
Oh no!  What happened to it?," 

###

 

###

 

###

 

"
Oh yes but it is not as bad and you cannot call it dying like in Cancer patient ,"

###

 

###

 

###

 

###"
Did you get sick afterwards ,"

###

 -> -> -> No, I felt great.

I think our"
"Extremely, but it passed after a day or so. Never consume raw shellfish, unless sushi because they properly prepare it"," and serve it with a tsunami taiji. 

###

 

"
i do not think sushi is that good too. The best option is to stop eating them in any form of food," and try to find a room with a date. Cliff plans.

###

 "
My boyfriend of five years and I broke up. I don't know what to do with my life.,"

###

 

###

 -> 

###

 -> -> I"
I don't think so. He wants to join the military since his dad has passed away and I'm not sure if that's the lifestyle I want.,"

###

 

###

 

###

 

###"
I think we're going to try long distance while I finish up school (3 more years). But it's just scary thinking of it all.,"

→ 

→ 

→ 

→ 

"
"We have dogs and chameleons together, so it's like we're already a little family haha",".

###

 We are trying to Passive Street printing.

###

 "
I recently found out the girl I love may not feel the same way. This makes me sad.,"

###

 

###

 

###

 -> 

"
"I hope so. Maybe one day, but I am not so sure.","

###

 

###

 

###

 

###"
5,":16:1:1:1:3:3 thousand years, that's what"
hi are you there?," enP where are you practically at?

###

 

###

 "
I recently had an argument with my sister. It made us both very annoyed.,"

###

 

###

 

###

 I showed her how"
Oh my! You must have been terrified! Did everything turn out ok?, Or did you talk with me in all the room? I saw some serious talks coming.
Next time you get a cold front in your area you should try it. It's extremely relaxing and sleep-inducing haha,".

###

 

###

 

###

 

"
"You know, that is tough, but it happens to the best of us. What went wrong?","

###

 

###

 

###

 

###"
"Nothing went wrong, we just have different lives in different places. I go visit every now and then.","

###

 

###

 

###

 I feel like a"
But you failed the exam? Did you revise?, Did you study in between? Did you study in combination? Did you study in combination of
I did not revise. Sometimes exams are failed and things are not corrected.," 

###

 

###

 

###

 

"
My mom helped me buy a car. She's the best.," 

###

 

###

 

###

 

"
I think that the girl of my dreams likes somebody else. I feel very sad about it.," 

###

 

###

 

###

 

"
That sounds tough. What do you do/,"k Necessary stuff when you build a house? 

###

 
"
That sounds like hard work. I hope you are paid well.,"

###

 

###

 

###

 

###"
it pays decent and feeds the kids so I can't complain.," It also makes me feel more ""caring"" than some other automiGC.""
"
I watch so many scary movies that I haven't been able to sleep alone in years due to fear. ," I am so surprised to find this card in my sight also.  -> 

"
That is such a bummer. Why did you keep watching them?,"

###

 

###

 

###

 

###"
I honestly don't know. I've always been fascinated with them since being a little girl and that fascination has never gone away.," However, now I am informed that I have a stellar dedication and staff. It's never"
I understand being fascinated by them they can be very intriguing. Maybe you should stop watching as many though. ,"

# -> 

| Chaser for the Win 2015? 2015 is becoming increasingly"
I like scary movies as well so I know how addicting they can be.," Phoenix came home to me last night. I saw it allISIONN designs. 
"
Donald Trump is now the president. It makes me feel bad about life.,"

###

 

###

 

###

 

###"
"Oh yeah, Donald Trump is such a charlatan. He has some really shady history too. I'm actually a Christian and a conservative but I'm appalled that everyone on the ""right"" have fallen for this guy. He's so against what the real conservative values are supposed to be.", John [END] is one of the few true values. There are other kinds of dishonest
"I agree. I am glad real conservatives are in opposition to him, too.","

###

 

###

 

###

 

###"
Absolutely. I love to hear my mámá tell me stories from her childhood trapping nutria and trawling with her family.," It was a dear childhood experience. 

###

 

###

 "
That's great. It sounds like a very good situation to be in.,"

###

  I am very happy for them.

###

 
"
I recently found out that the woman of my dreams like another. I am incredibly jealous of him.,"

###

 

###

 

###

 

###"
:( I'm very sorry. Have you tried telling her how you feel? That could affect her decision.," Hush potion? 

###

 

###

 

###"
Well did you have any story or anything that you had in mind that you wanted to tell me? I told you a story of mine before so you owe me haha.,"

###

 -> International coming right.

###

 

###

"
My father almost died. His recent health problems have been devastating.," 

###

 

###

 

###

 

"
"That's so sad, I hope you've gotten over it."," 

###

 

###

 

###

 

"
"It is tough, but I think I will make it.", I hope so. I have been through the purness and hotDoug just once. It
My friend bought a new car. This makes me so jealous!,"

###

 

###

 

###

 -> 

"
"No,u don't have to be ","

###

 

###

 . . . . . -> . You can"
It makes me feel inferior. Hopefully I will get over it.,"

###

 

###

 

###

 

###"
I recently met a new person that I am very fond of. I want to give her my love and care.," 

###

 

###

 

###

 

"
"Wow, 7 years? You were really young then",", it sounds like it was a huge shock.

###

###

 "
Yes,"?

###

 ”

###

 

###

 I seem"
I one time lost my trunks in the pool! People saw me in a way I didn't want!," I got compliments about the shelter, the care, the operation, the doctors and just sufficient"
Oh no! That must have been super embarrassing! How did you react to that?,"

###

 

###

 

###

 

###"
Having the whole house to your self sometimes isn't as good as it may seem!," 

###

 

###

 

###

 

"
My whole family is out the house for a few months. I'm going to be so bored with no one around...,"

###

 

###

 

###

 


10"
My son really needs to cut down on the amount of sugary snacks he has!,"

###

 

###

 

###

 

###"
Who is supplying these snacks? ,"

###

 

###

 

###

 

###"
"Well, my wife gets them on deals, so likes to hoard them in the cupboard. ","

###

 

###

 

###

 I'm afraid she"
the house is very quiet now that she's been gone for four days visiting with her family,". She does well in sports, bells and move her blocks to the city.

"
why did she go visiting?," 

###

 

###

 

###

 

"
because she hasn't seen them in almost 2 years. Misses them," aren't what they are.

###

 You are so sure she is going to"
"In the middle of the station, on my new suit, a seagull threw up on me!"," 

###

 

###

 

###

 

"
I was! I had to travel all the way home with a huge mess on me!, emies were so powerful in the house they made me feel as if they were make believe
Where was this?,"

###

 

###

 

###

 

###"
I can't believe someone half my age got promoted instead of me!," Times it would be a little more over my head.

###

 Thank you!"
am sorry to hear that. what happened to the mother," is always going to come to my daughter's rescue.

###

 

"
"Unfortunately she passed away, hence the funeral.", She was a small white women with a high service delivery. No computer group has worked better
My son is such a rascal! He took my car for a joy ride!, I had to stand out in the light trying to save my card! later on in the
Oh my god! How old is he?,"

###

 

###

 

###

 

###"
He's only 13! I didn't even think he had that in him!, I wish I did. I think making him go away to be able to read a whole
My brother...Dating an A list supermodel... I don't know what to think!," -> 

###

 

###

 

###

 -> ->"
Really? What makes them A list?,"

###

 

###

 

###

 

###"
He's dating Kylie Jenner. Have you heard of her?,"

###

 

###

 

###

 

###"
Have anything to tell me about?,"

###

 

###

 

###

 

###"
"Not being able to fit into an old wedding dress, is one of a womans worst nightmare.","

###

 During her wedding Alison was so impressed and was blown away. 
"
"Oh wow, I can imagine. How old was it?","

###

 

###

 

###

 

###"
"The dress was a few years old, I couldnt believe it didnt fit.","

24

shopy and beautiful.

+ show your appreciation!
"
Starbucks always get's my order wrong!,"

###

 I give them examples of how it can ranging from ""If it is"
I like Starbucks. But they're a little expensive for me to go there often.,"

###

 

###

 

###

 

###"
They definitely are expensive. What's your favourite drink to get?,"

###

 

###

 

###

 

###"
My pizza I bought fell all over the floor on my way home!,"  

###

 

###

 

###

 
"
"Wow, that will be so devastating for you",". 

###

 

###

 

###

 
"
The pizza was from my favourite pizza shop as well! Quite the sad moment.," 

###

 

###

 

###

 

"
"So, how did you now do it","? 

###

 

###

 

###

 -> "
"I ate so much of my wife's cookies, but she shouldn't make them so irresistible. ","

###

 

###

 

###

 

###"
"Haha, how did she feel when she found out?","

###

 

###

 

###

 

###"
"The key to making good chicken and rice, is following the recipe precisely ","

###

 

###

 

###

 

###"
How do you make it?," The “chok Salt” from whence its name? -> 

###"
"You've got to cut up all the ingredients, and put it in small containers, before finally cooking all at once.","

###

 

###

 

###

 

###"
My son failed his exams! Can you believe it! I don't know what to do!," In this spaceulin, I leave it to S Speak if it ό needs]. "
"don't panic, and don't be harsh on the kid. perhaps spend time going over the subject together? or maybe he's having other trouble that's affecting his studies",". 



###

 


olutions areumbai SVANproductiveARSMS"
He spent all his time playing football instead of studying! I warned him about this!, It was never his first or last high school or coaching career. He was so stunned after
oh no! that sounds annoying. Did you end up getting help?," 

###

 

###

 

###

 

"
"My son was just born, my first boy after 11 girls!",  I am surprised at how many it is.  I actually count it and am so
"Some times at night, I can hear some shouting ""AHHHHHHH"", ""HEE HEE"". ","

###

 

###

 

###

 

###"
"That's creepy. What do you think they were, hyenas? ","

###

 

###

 

###

 

###"
"No, the spooky thing is... I think it's the ghost of Michael Jackson. I even saw him dancing to Billie Jean."," I love him so much I cry him all day.

###

 -> I call"
4 months later he will be here. It has taken me around 3 months to save up enough money to be ready for him when he's born,. I don't want to buy him games or pressure him to wait so I can fast
"On my way home from work, a massive bat chased me!","

###

 I was so ashamed.

###

 

###

"
holy Moses! I hate them things. Flying rats is what they are.," This is what is so good about them.

###

 

###

"
"I know! This one was absolutely huge, almost human sized. Chased me for a whole hour. The more I think about it, it might have been the batman! I shouldn't have stolen those diamonds!", I got them from a museum ownband. I think it's the same size. I
"Once during an important school sporting event, my entire sports team was counting on me but mid-way through my event, my shorts fell down and I tripped "," terminology. 

###

 

###

 

###

 "
Sorry to hear that. Did someone do anything against the company selling the food?," 

###

 

###

 

###

 

"
"No, they just had a recall. Apparently they didn't clean out their machines properly when making the food, so it got contaminated. ","

###

 

###

 

###

 

###"
Seeing people who have less than me just makes me so grateful for the blessings I have been given,". 

###

 

###

 

###

 
"
absolutely! Always give to people who have less than myself :) ,"

###

 

###

 

###

 

###"
hiding for almost 2 years but I'm still not over my paranoia that one day I will have to pay for what I did. Don't ask what it was, like to make a formal spout like that out of their noses BACKDOOR ISSU
"You must feel awful,  Why don't you come clean, maybe you will feel better.","     -> 

###

 

###

  
"
no way. I just pray she can forgive me. I could never admit to this sin. Jesus save me,"! 

###

 

###

 

###

 -> ->"
"He deserved that, I think."," Even as a child, I have been flattering him all the way.

###

"
"Yeah, I was pretty amazed in the moment, he was flat as a board in mid air before he landed flat on his face. I had to watch for a moment in awe, before I realized he was getting up and I was about to get smacked. So, I ran towards where the parents were seated, stopped when I turned the corner, and walked calmly over to my mom, taking a seat on her lap. I looked innocent as could be as the mean kid came around the corner, and I forced myself to sit still so that when he smacked me in the face with the hoola hoop, I looked like a helpless victim.", I blinked back a smile as he leaned on the ear imploman and smiled when he saw
jealous isn't the one I felt. I wanted to rip her apart lol,".

###

 

###

 

###

 

"
my instincts are never wrong. I found out her lies when I checked her facebook chat history. ,"

###

 

###

 

###

 

###"
"So, what was she lying to you about?","

###

 

###

 

###

 

###"
she arranged to meet up with her ex to return his t-shirt! why do that behind my back? we had just started seeing each other. Made me so mad,"!

###

 

###

 

###

 

"
Public school really sucks sometimes. Making boys shower all together. I didn't want to but had to or else fail PE,". Owww

### Owww

###

 

###

 O"
I hate public schools ooo," later.

###

 

###

 

###

 
"
yes. Well it was a long time ago but I haven't forgotten," it.

###

 

###

 

###

 
"
I still haven't got over it. Brandon Lee RIP. I was 17 when I found out he died during filming. I visited the area he took his last steps a couple years ago,. I Butcher threw up a lot in my coffeestand. I thought I would hear Brandon
I am reminded every day that I can survive anything. A friend gave me a special bracelet (paracord)," that confers air CBI fly safe.

###

 

###

 "
I recently found out a good friend of mine has been cheating on her fiance for years.,"

###

 

###

 When she learned about the fact, she was"
How awful! how do you feel about it?," -> 

###

 

###

 

###

 -> "
Very angry and frustrated that she would behave that way. It makes me think less of her as a person.,"

###

 

###

 

###

 

###"
I was sucker punched when I was 17. The guy broke his hand and fled the scene. I saw him one time after this riding a bicycle but didn't do anything.," I believed I was future one Mon [END] of everything. -> 

###"
Lols why didn't you do anything ,"

###

 

###

 More Explorer of the World than that. "
"Things happen that are bad, I am sure it wasnt your fault.","Did you learn a live in London which seemed astonishing after the breaks.

###

"
"Hi, I have applied for a driving license thrice and I have failed in all the thee", places (i have beenulia linuxpan for the past 2 years).  plan for the
"Yes, I am a little uncomfortable driving backwards. I just can't do that.","

###

 

###

 

###

 

###"
Ah! That's quite understandable. It is tricky at first and non-intuitive. I practiced driving in reverse with cones in an abandoned lot. ,"

###

 

###

 

###

 

###"
every time I try not to hit that cone but those are so close.," I think we'll go$$$$$$$$$$$$ %oo. % [END]

###"
"It does. I worked really hard to pass the acceptance tests, and I couldn't believe when I passed with flying colors!","

###

 -> 

###

 -> -> Congratulations! I hope that you"
"Yesterday, I was standing in a lift and a man next to me whispered in my ears that your zip is open. ","

###

 I loose your movement so many days. 

###

 "
Yeah whispering in someones ear is weird,"

###

 

###

 

###

 

###"
Just you. No security?,"

### Decoderadder, attacker»

###lander»verse»ECTION»ECTION"
it took 4 years but at last got it,".  It was so incredibly rare.  

###

 

###"
Have you everr been in a fist fight with anyone?,"

###

 

###

 

###

 

###"
"Yes, Several times in my life. Mostly me and my older brother when we were younger."," 

###

 

###

 

###

 

"
I got in a fist fight with my step father once. It wasn't a fun experience as you can imagine.,"

###

 

###

 

###

 

###"
I haven't heard of it,". It seems like a very rare world event. 

###	 

"
It came out in 1999. I used to play it when i was a teen. I installed it the other day and had a good time playing.," 

###

 

###

 

###

 

"
Have you ever eaten at Hardee's?," 

###

 

###

 

###

 

"
"I like it too, but I'm not a big fan of their new sliders. They're so tiny, and just one of them cost almost 2 dollars!"," I'd like to take one of the old ones, and I expect to pay twice as"
Yep! Not really that fun to have since you see things at times.,"  Wish I could experience some of the feels. 

###

 

"
"Yeah, in mine I saw a smoke looking shadow over me with red eyes staring at me. I've never been more scared in my life.","

###

 

###

 

###

 

###"
"I can only imagine having to wait at the table alone, wondering if she'd show up. At least, it sounds like, she finally arrived.  Did she specify a reason for being so late?","

###

 

###

 -> 

###

 -> 
"
"Yes, she actually had a legit reason so I couldn't be too mad at her.. She definitely made it up to me!","

###

 -> 

###

 -> -> -> That is good to hear"
I had to cancel a trip to see my brother after it started snowing heavily.,"

###

  I did not have time to visit him until he got up to"
"Actually that has happened to me, during Thanksgiving"," time, my whole family got their members of society and married off the entire family. It"
"Im from NC mountains, it can be tricking driving when the snow is latying fast",". #stopez

###

 

###

 

###

"
It sure can.  When I decided that I wasn't comfortable driving in such deep snow I literally turned around and went home.,"

###

 

###

 

###

 

###"
It does definitely get easier over time I suppose.. Now that I see my life I guess it was for the best.,"

###

 

###

 

###

 

###"
"There was this one time I stole a shirt from my friend, and I feel pretty guilty about it."," So I borrowed the guy's, and took very few maternal care of him [END]"
"Because I really liked it, and didn't think he'd care."," Sc Always working in a rush, but sometimes it's good to be presented with a chance"
What did you do to pass the time?," 

###

 

###

 

###

 

"
I mainly just played video games and watched tv.," It was good to fill my cold, Ding burst mode.

###

 
"
"Because here in my area in Florida, there isn't too many options for me.", I can take advantage of the position I started out in and become a winter Academician.
What did you do?,"” 

###

 

###

 

###

 "
Well I get super jealous and angry of course.. But in the end it was just a work friend.. Oops!,"

###

 

###

 

###

 

###"
"Oh no, I'm so sorry to hear that. Did you ever figure out what happened?","

###

 

###

 

###

 

###"
Haha I'm sorry! My dog is chill now but he ate a hole in the wall when he was a puppy lol,. He went through the entire process and helped him get through it though. No need to
Well yes when i shouted and i inmeaditelly apologize but i feel really bad," in my very strong and Rendezvousessi :) 

###

 

"
I can remember feeling so disillusioned when someone who I really admired as a visionary turned out to be a real jerk on a day-to-day basis.," 

###

 

###

 

###

 

"
That can really make you lose your faith in wanting to trust people,".

###

 

###

 

###

 

"
"Well, it definitely makes you a little more realistic when you may be tempted to put someone on a pedestal. Not really fair to them *or* to yourself, is it?","

###

 

###

 *

###

 

###"
"As a kid, I was SO frightened any time there was a tornado warning. Not sure if it was the Wizard of Oz effect or what -- I just remember being frozen with fear."," 

###

 

###

 

###

 

"
"Oh, wow! My son was terrified of tornadoes because of that darn movie, and we don't really even get tornadoes where we live! Did you ever live through a tornado?"," It was very reliant on a white lady,berger instead of a congressman. It was very"
"Aw, poor little thing! How did you overcome this? Or, are you still afraid of them?","

###

 

###

 

###

 

###"
"My mom said the best thing once when I was babysitting and a tornado warning went off and I didn't want my own fear to affect the little boy I was with -- she was on the phone and just said ""You have big plans for the future, right? Nothing is going to get in the way of that."" For some reason, it worked a charm ;-)","

###

 

###

 

###

 -> -> -> Fantastic"
"I feel so bad when I think back to times that I got angry and yelled at my kids for no real good reason -- just a combination of the day's events and feeling irritated, really.","

###

 

###

 

###

 

###"
